,id,original,story_main_num,story_sub_num,koma,who,inner,speaker,what,wakati,emotion,kakimoji,self_anotated,alter_emotion,wakati_sp
45,0,False,0,0,0,B,False,B,Aくんってふつうクールね,A くん って ふつう クール ね,ニュートラル,False,False,,a くん って ふつう クール ね
46,0,False,0,0,0,B,False,B,Aくんって通常クールね,A くん って 通常 クール ね,ニュートラル,False,False,,a くん って 通常 クール ね
47,0,False,0,0,0,B,False,B,Aくんって通例クールね,A くん って 通例 クール ね,ニュートラル,False,False,,a くん って 通 例 クール ね
48,0,False,0,0,0,B,False,B,Aくんって総じてクールね,A くん って 総じて クール ね,ニュートラル,False,False,,a くん って 総じて クール ね
49,0,False,0,0,0,B,False,B,Aくんって何時もクールね,A くん って 何時も クール ね,ニュートラル,False,False,,a くん って何 時も クール ね
50,0,False,0,0,0,B,False,B,Aくんってたいていクールね,A くん って たいてい クール ね,ニュートラル,False,False,,a くん って たい てい クール ね
51,0,False,0,0,0,B,False,B,Aくんって普通クールね,A くん って 普通 クール ね,ニュートラル,False,False,,a くん って 普通 クール ね
52,0,False,0,0,0,B,False,B,Aくんってたえずクールね,A くん って たえず クール ね,ニュートラル,False,False,,a くん ってた え ず クール ね
53,0,False,0,0,0,B,False,B,Aくんっていつでもクールね,A くん って いつでも クール ね,ニュートラル,False,False,,a くん って いつでも クール ね
54,0,False,0,0,0,B,False,B,Aくんって決まってクールね,A くん って 決まって クール ね,ニュートラル,False,False,,a くん って 決まって クール ね
55,0,False,0,0,0,B,False,B,Aくんって間断なくクールね,A くん って 間断なく クール ね,ニュートラル,False,False,,a くん って 間 断 なく クール ね
56,0,False,0,0,0,B,False,B,Aくんって常常クールね,A くん って 常常 クール ね,ニュートラル,False,False,,a くん って 常 常 クール ね
57,0,False,0,0,0,B,False,B,Aくんって毎毎クールね,A くん って 毎毎 クール ね,ニュートラル,False,False,,a くん って 毎 毎 クール ね
58,0,False,0,0,0,B,False,B,Aくんってつねにクールね,A くん って つねに クール ね,ニュートラル,False,False,,a くん って つ ね に クール ね
59,0,False,0,0,0,B,False,B,Aくんって年がら年じゅうクールね,A くん って 年がら年じゅう クール ね,ニュートラル,False,False,,a くん って 年 が ら 年 じゅう クール ね
60,0,False,0,0,0,B,False,B,Aくんって必ずクールね,A くん って 必ず クール ね,ニュートラル,False,False,,a くん って 必ず クール ね
61,0,False,0,0,0,B,False,B,Aくんってきまってクールね,A くん って きまって クール ね,ニュートラル,False,False,,a くん って き まって クール ね
62,0,False,0,0,0,B,False,B,Aくんって朝夕クールね,A くん って 朝夕 クール ね,ニュートラル,False,False,,a くん って 朝 夕 クール ね
63,0,False,0,0,0,B,False,B,Aくんって四六時中クールね,A くん って 四六時中 クール ね,ニュートラル,False,False,,a くん って 四 六 時 中 クール ね
64,0,False,0,0,0,B,False,B,Aくんって変わり無くクールね,A くん って 変わり無く クール ね,ニュートラル,False,False,,a くん って 変わり 無く クール ね
65,0,False,0,0,0,B,False,B,Aくんって何時でもクールね,A くん って 何時でも クール ね,ニュートラル,False,False,,a くん って 何時 でも クール ね
66,0,False,0,0,0,B,False,B,Aくんって日夕クールね,A くん って 日夕 クール ね,ニュートラル,False,False,,a くん って 日 夕 クール ね
67,0,False,0,0,0,B,False,B,Aくんって決ってクールね,A くん って 決って クール ね,ニュートラル,False,False,,a くん って 決 って クール ね
68,0,False,0,0,0,B,False,B,Aくんって常にクールね,A くん って 常に クール ね,ニュートラル,False,False,,a くん って 常に クール ね
69,0,False,0,0,0,B,False,B,Aくんって絶えずクールね,A くん って 絶えず クール ね,ニュートラル,False,False,,a くん って 絶え ず クール ね
70,0,False,0,0,0,B,False,B,Aくんって大抵クールね,A くん って 大抵 クール ね,ニュートラル,False,False,,a くん って 大抵 クール ね
71,1,False,0,0,0,A,False,A,斯うしてですか,斯うして です か,ニュートラル,False,False,,斯 う して ですか
72,1,False,0,0,0,A,False,A,かくですか,かく です か,ニュートラル,False,False,,かく ですか
73,1,False,0,0,0,A,False,A,其はですか,其は です か,ニュートラル,False,False,,其 は ですか
74,1,False,0,0,0,A,False,A,めっきりですか,めっきり です か,ニュートラル,False,False,,め っきり ですか
75,1,False,0,0,0,A,False,A,迚もですか,迚も です か,ニュートラル,False,False,,迚 も ですか
76,1,False,0,0,0,A,False,A,本にですか,本に です か,ニュートラル,False,False,,本 に ですか
77,1,False,0,0,0,A,False,A,たいへんですか,たいへん です か,ニュートラル,False,False,,たいへん ですか
78,1,False,0,0,0,A,False,A,はたしてですか,はたして です か,ニュートラル,False,False,,は た して ですか
79,1,False,0,0,0,A,False,A,其は其はですか,其は其は です か,ニュートラル,False,False,,其 は 其 は ですか
80,1,False,0,0,0,A,False,A,ほんにですか,ほんに です か,ニュートラル,False,False,,ほん に ですか
81,1,False,0,0,0,A,False,A,重々ですか,重々 です か,ニュートラル,False,False,,重 々 ですか
82,1,False,0,0,0,A,False,A,極ですか,極 です か,ニュートラル,False,False,,極 ですか
83,1,False,0,0,0,A,False,A,実際にですか,実際に です か,ニュートラル,False,False,,実際に ですか
84,1,False,0,0,0,A,False,A,いかにもですか,いかにも です か,ニュートラル,False,False,,いかに も ですか
85,1,False,0,0,0,A,False,A,大してですか,大して です か,ニュートラル,False,False,,大して ですか
86,1,False,0,0,0,A,False,A,じつにですか,じつに です か,ニュートラル,False,False,,じ つ に ですか
87,1,False,0,0,0,A,False,A,世に世にですか,世に世に です か,ニュートラル,False,False,,世 に 世 に ですか
88,1,False,0,0,0,A,False,A,実はですか,実は です か,ニュートラル,False,False,,実は ですか
89,1,False,0,0,0,A,False,A,然ばかりですか,然ばかり です か,ニュートラル,False,False,,然 ばかり ですか
90,1,False,0,0,0,A,False,A,頗るですか,頗る です か,ニュートラル,False,False,,頗 る ですか
91,1,False,0,0,0,A,False,A,大層ですか,大層 です か,ニュートラル,False,False,,大 層 ですか
92,1,False,0,0,0,A,False,A,はなはだですか,はなはだ です か,ニュートラル,False,False,,は な は だ ですか
93,1,False,0,0,0,A,False,A,とてもですか,とても です か,ニュートラル,False,False,,とても ですか
94,1,False,0,0,0,A,False,A,真ですか,真 です か,ニュートラル,False,False,,真 ですか
95,1,False,0,0,0,A,False,A,至極ですか,至極 です か,ニュートラル,False,False,,至 極 ですか
96,1,False,0,0,0,A,False,A,其の実ですか,其の実 です か,ニュートラル,False,False,,其 の実 ですか
97,1,False,0,0,0,A,False,A,大いにですか,大いに です か,ニュートラル,False,False,,大いに ですか
98,1,False,0,0,0,A,False,A,実にやですか,実にや です か,ニュートラル,False,False,,実に や ですか
99,1,False,0,0,0,A,False,A,とってもですか,とっても です か,ニュートラル,False,False,,とっても ですか
100,1,False,0,0,0,A,False,A,最ですか,最 です か,ニュートラル,False,False,,最 ですか
101,1,False,0,0,0,A,False,A,ずいぶんですか,ずいぶん です か,ニュートラル,False,False,,ずいぶん ですか
102,1,False,0,0,0,A,False,A,其れは其れはですか,其れは其れは です か,ニュートラル,False,False,,其 れ は 其 れ は ですか
103,1,False,0,0,0,A,False,A,甚ですか,甚 です か,ニュートラル,False,False,,甚 ですか
104,1,False,0,0,0,A,False,A,然許ですか,然許 です か,ニュートラル,False,False,,然 許 ですか
105,1,False,0,0,0,A,False,A,極めてですか,極めて です か,ニュートラル,False,False,,極めて ですか
106,1,False,0,0,0,A,False,A,思い切りですか,思い切り です か,ニュートラル,False,False,,思い切り ですか
107,1,False,0,0,0,A,False,A,ひっしとですか,ひっしと です か,ニュートラル,False,False,,ひっ し と ですか
108,1,False,0,0,0,A,False,A,ずんとですか,ずんと です か,ニュートラル,False,False,,ずん と ですか
109,1,False,0,0,0,A,False,A,かほどですか,かほど です か,ニュートラル,False,False,,か ほど ですか
110,1,False,0,0,0,A,False,A,かくもですか,かくも です か,ニュートラル,False,False,,かく も ですか
111,1,False,0,0,0,A,False,A,そういうふうにですか,そういうふうに です か,ニュートラル,False,False,,そういう ふう に ですか
112,1,False,0,0,0,A,False,A,そのようにですか,そのように です か,ニュートラル,False,False,,その ように ですか
113,1,False,0,0,0,A,False,A,あれ程ですか,あれ程 です か,ニュートラル,False,False,,あれ 程 ですか
114,1,False,0,0,0,A,False,A,大きにですか,大きに です か,ニュートラル,False,False,,大 き に ですか
115,1,False,0,0,0,A,False,A,然もですか,然も です か,ニュートラル,False,False,,然 も ですか
116,1,False,0,0,0,A,False,A,爾ですか,爾 です か,ニュートラル,False,False,,爾 ですか
117,1,False,0,0,0,A,False,A,然くですか,然く です か,ニュートラル,False,False,,然 く ですか
118,1,False,0,0,0,A,False,A,爾くですか,爾く です か,ニュートラル,False,False,,爾 く ですか
119,1,False,0,0,0,A,False,A,こうしてですか,こうして です か,ニュートラル,False,False,,こうして ですか
120,1,False,0,0,0,A,False,A,然ですか,然 です か,ニュートラル,False,False,,然 ですか
121,1,False,0,0,0,A,False,A,斯くですか,斯く です か,ニュートラル,False,False,,斯 く ですか
122,1,False,0,0,0,A,False,A,そないですか,そない です か,ニュートラル,False,False,,そ ないですか
123,1,False,0,0,0,A,False,A,斯うですか,斯う です か,ニュートラル,False,False,,斯 う ですか
124,1,False,0,0,0,A,False,A,現にですか,現に です か,ニュートラル,False,False,,現 に ですか
125,1,False,0,0,0,A,False,A,いともですか,いとも です か,ニュートラル,False,False,,い とも ですか
126,1,False,0,0,0,A,False,A,然許りですか,然許り です か,ニュートラル,False,False,,然 許 り ですか
127,1,False,0,0,0,A,False,A,事実ですか,事実 です か,ニュートラル,False,False,,事実 ですか
128,1,False,0,0,0,A,False,A,そのじつですか,そのじつ です か,ニュートラル,False,False,,その じ つ ですか
129,1,False,0,0,0,A,False,A,根からですか,根から です か,ニュートラル,False,False,,根 から ですか
130,1,False,0,0,0,A,False,A,根っからですか,根っから です か,ニュートラル,False,False,,根 っ から ですか
131,1,False,0,0,0,A,False,A,すこぶるですか,すこぶる です か,ニュートラル,False,False,,すこぶる ですか
132,1,False,0,0,0,A,False,A,よっぽどですか,よっぽど です か,ニュートラル,False,False,,よっぽど ですか
133,1,False,0,0,0,A,False,A,神以てですか,神以て です か,ニュートラル,False,False,,神 以 て ですか
134,1,False,0,0,0,A,False,A,在り在りですか,在り在り です か,ニュートラル,False,False,,在 り 在 り ですか
135,1,False,0,0,0,A,False,A,世にもですか,世にも です か,ニュートラル,False,False,,世 にも ですか
136,1,False,0,0,0,A,False,A,実に実にですか,実に実に です か,ニュートラル,False,False,,実に 実に ですか
137,1,False,0,0,0,A,False,A,余っ程ですか,余っ程 です か,ニュートラル,False,False,,余 っ 程 ですか
138,1,False,0,0,0,A,False,A,その実ですか,その実 です か,ニュートラル,False,False,,その 実 ですか
139,1,False,0,0,0,A,False,A,いっそですか,いっそ です か,ニュートラル,False,False,,いっそ ですか
140,1,False,0,0,0,A,False,A,至りてですか,至りて です か,ニュートラル,False,False,,至 り て ですか
141,1,False,0,0,0,A,False,A,結構ですか,結構 です か,ニュートラル,False,False,,結構 ですか
142,1,False,0,0,0,A,False,A,実にもですか,実にも です か,ニュートラル,False,False,,実に も ですか
143,1,False,0,0,0,A,False,A,本当にですか,本当に です か,ニュートラル,False,False,,本当に ですか
144,1,False,0,0,0,A,False,A,熟熟ですか,熟熟 です か,ニュートラル,False,False,,熟 熟 ですか
145,1,False,0,0,0,A,False,A,まことにですか,まことに です か,ニュートラル,False,False,,ま ことに ですか
146,1,False,0,0,0,A,False,A,其実ですか,其実 です か,ニュートラル,False,False,,其 実 ですか
147,1,False,0,0,0,A,False,A,世にですか,世に です か,ニュートラル,False,False,,世 に ですか
148,1,False,0,0,0,A,False,A,随分ですか,随分 です か,ニュートラル,False,False,,随分 ですか
149,1,False,0,0,0,A,False,A,真実ですか,真実 です か,ニュートラル,False,False,,真実 ですか
150,1,False,0,0,0,A,False,A,思切りですか,思切り です か,ニュートラル,False,False,,思 切り ですか
151,1,False,0,0,0,A,False,A,余りですか,余り です か,ニュートラル,False,False,,余り ですか
152,1,False,0,0,0,A,False,A,神もってですか,神もって です か,ニュートラル,False,False,,神 も って ですか
153,1,False,0,0,0,A,False,A,さねですか,さね です か,ニュートラル,False,False,,さ ね ですか
154,1,False,0,0,0,A,False,A,じつはですか,じつは です か,ニュートラル,False,False,,じつは ですか
155,1,False,0,0,0,A,False,A,甚だですか,甚だ です か,ニュートラル,False,False,,甚 だ ですか
156,1,False,0,0,0,A,False,A,悉皆ですか,悉皆 です か,ニュートラル,False,False,,悉 皆 ですか
157,1,False,0,0,0,A,False,A,おもいきりですか,おもいきり です か,ニュートラル,False,False,,おもい きり ですか
158,1,False,0,0,0,A,False,A,熟ですか,熟 です か,ニュートラル,False,False,,熟 ですか
159,1,False,0,0,0,A,False,A,いとですか,いと です か,ニュートラル,False,False,,いと ですか
160,1,False,0,0,0,A,False,A,極くですか,極く です か,ニュートラル,False,False,,極 く ですか
161,1,True,0,0,0,A,False,A,そうですか,そう です か,ニュートラル,False,False,,そうですか
162,1,False,0,0,0,A,False,A,絶ばかりですか,絶ばかり です か,ニュートラル,False,False,,絶 ばかり ですか
163,1,False,0,0,0,A,False,A,それはそれはですか,それはそれは です か,ニュートラル,False,False,,それは それは ですか
164,1,False,0,0,0,A,False,A,神以ってですか,神以って です か,ニュートラル,False,False,,神 以 って ですか
165,1,False,0,0,0,A,False,A,実ですか,実 です か,ニュートラル,False,False,,実 ですか
166,1,False,0,0,0,A,False,A,寔にですか,寔に です か,ニュートラル,False,False,,寔 に ですか
167,1,False,0,0,0,A,False,A,宜ですか,宜 です か,ニュートラル,False,False,,宜 ですか
168,1,False,0,0,0,A,False,A,本当ですか,本当 です か,ニュートラル,False,False,,本当ですか
169,1,False,0,0,0,A,False,A,最もですか,最も です か,ニュートラル,False,False,,最も ですか
170,1,False,0,0,0,A,False,A,きわめてですか,きわめて です か,ニュートラル,False,False,,き わ めて ですか
171,1,False,0,0,0,A,False,A,実にですか,実に です か,ニュートラル,False,False,,実に ですか
172,1,False,0,0,0,A,False,A,甚もですか,甚も です か,ニュートラル,False,False,,甚 も ですか
173,1,False,0,0,0,A,False,A,ひじょうにですか,ひじょうに です か,ニュートラル,False,False,,ひ じょう に ですか
174,1,False,0,0,0,A,False,A,とっとですか,とっと です か,ニュートラル,False,False,,と っと ですか
175,1,False,0,0,0,A,False,A,誠ですか,誠 です か,ニュートラル,False,False,,誠 ですか
176,1,False,0,0,0,A,False,A,誠にですか,誠に です か,ニュートラル,False,False,,誠に ですか
177,1,False,0,0,0,A,False,A,たっぷりですか,たっぷり です か,ニュートラル,False,False,,たっぷり ですか
178,1,False,0,0,0,A,False,A,大変ですか,大変 です か,ニュートラル,False,False,,大変 ですか
179,1,False,0,0,0,A,False,A,正しくですか,正しく です か,ニュートラル,False,False,,正しく ですか
180,1,False,0,0,0,A,False,A,真にですか,真に です か,ニュートラル,False,False,,真 に ですか
181,1,False,0,0,0,A,False,A,非常にですか,非常に です か,ニュートラル,False,False,,非常に ですか
182,1,False,0,0,0,A,False,A,余程ですか,余程 です か,ニュートラル,False,False,,余 程 ですか
183,1,False,0,0,0,A,False,A,思切ですか,思切 です か,ニュートラル,False,False,,思 切 ですか
184,1,False,0,0,0,A,False,A,如何にもですか,如何にも です か,ニュートラル,False,False,,如何 にも ですか
185,1,False,0,0,0,A,False,A,甚うですか,甚う です か,ニュートラル,False,False,,甚 う ですか
186,2,False,0,0,1,B,True,B,休暇の日は何してるんだろう,休暇 の 日 は 何 して る んだろう,ニュートラル,False,False,,休暇 の日 は何 してる んだろう
187,2,False,0,0,1,B,True,B,休養の日は何してるんだろう,休養 の 日 は 何 して る んだろう,ニュートラル,False,False,,休 養 の日 は何 してる んだろう
188,2,False,0,0,1,B,True,B,息抜きの日は何してるんだろう,息抜き の 日 は 何 して る んだろう,ニュートラル,False,False,,息抜き の日 は何 してる んだろう
189,2,False,0,0,1,B,True,B,リラクセーションの日は何してるんだろう,リラクセーション の 日 は 何 して る んだろう,ニュートラル,False,False,,リ ラク セー ション の日 は何 してる んだろう
190,2,False,0,0,1,B,True,B,憩の日は何してるんだろう,憩 の 日 は 何 して る んだろう,ニュートラル,False,False,,憩 の日 は何 してる んだろう
191,2,False,0,0,1,B,True,B,休憩の日は何してるんだろう,休憩 の 日 は 何 して る んだろう,ニュートラル,False,False,,休憩 の日 は何 してる んだろう
192,2,False,0,0,1,B,True,B,御休みの日は何してるんだろう,御休み の 日 は 何 して る んだろう,ニュートラル,False,False,,御 休みの日 は何 してる んだろう
193,2,False,0,0,1,B,True,B,休息の日は何してるんだろう,休息 の 日 は 何 して る んだろう,ニュートラル,False,False,,休 息 の日 は何 してる んだろう
194,2,False,0,0,1,B,True,B,休み日の日は何してるんだろう,休み日 の 日 は 何 して る んだろう,ニュートラル,False,False,,休み 日 の日 は何 してる んだろう
195,2,False,0,0,1,B,True,B,休日の日は何してるんだろう,休日 の 日 は 何 して る んだろう,ニュートラル,False,False,,休日 の日 は何 してる んだろう
196,2,False,0,0,1,B,True,B,田仮の日は何してるんだろう,田仮 の 日 は 何 して る んだろう,ニュートラル,False,False,,田 仮 の日 は何 してる んだろう
197,2,False,0,0,1,B,True,B,ドンタクの日は何してるんだろう,ドンタク の 日 は 何 して る んだろう,ニュートラル,False,False,,ドン タク の日 は何 してる んだろう
198,2,False,0,0,1,B,True,B,田假の日は何してるんだろう,田假 の 日 は 何 して る んだろう,ニュートラル,False,False,,田 假 の日 は何 してる んだろう
199,2,False,0,0,1,B,True,B,公休日の日は何してるんだろう,公休日 の 日 は 何 して る んだろう,ニュートラル,False,False,,公 休日 の日 は何 してる んだろう
200,2,False,0,0,1,B,True,B,祭日の日は何してるんだろう,祭日 の 日 は 何 して る んだろう,ニュートラル,False,False,,祭 日 の日 は何 してる んだろう
201,2,False,0,0,1,B,True,B,祝日の日は何してるんだろう,祝日 の 日 は 何 して る んだろう,ニュートラル,False,False,,祝日 の日 は何 してる んだろう
202,2,False,0,0,1,B,True,B,記念日の日は何してるんだろう,記念日 の 日 は 何 して る んだろう,ニュートラル,False,False,,記念日 の日 は何 してる んだろう
203,2,False,0,0,1,B,True,B,リラックスの日は何してるんだろう,リラックス の 日 は 何 して る んだろう,ニュートラル,False,False,,リラックス の日 は何 してる んだろう
204,2,False,0,0,1,B,True,B,祝祭日の日は何してるんだろう,祝祭日 の 日 は 何 して る んだろう,ニュートラル,False,False,,祝 祭 日 の日 は何 してる んだろう
205,2,False,0,0,1,B,True,B,公休の日は何してるんだろう,公休 の 日 は 何 して る んだろう,ニュートラル,False,False,,公 休 の日 は何 してる んだろう
206,2,False,0,0,1,B,True,B,祝い日の日は何してるんだろう,祝い日 の 日 は 何 して る んだろう,ニュートラル,False,False,,祝い 日 の日 は何 してる んだろう
207,2,False,0,0,1,B,True,B,リラクゼーションの日は何してるんだろう,リラクゼーション の 日 は 何 して る んだろう,ニュートラル,False,False,,リ ラク ゼ ー ション の日 は何 してる んだろう
208,2,False,0,0,1,B,True,B,請暇の日は何してるんだろう,請暇 の 日 は 何 して る んだろう,ニュートラル,False,False,,請 暇 の日 は何 してる んだろう
209,2,False,0,0,1,B,True,B,くつろぎの日は何してるんだろう,くつろぎ の 日 は 何 して る んだろう,ニュートラル,False,False,,く つ ろ ぎ の日 は何 してる んだろう
210,2,False,0,0,1,B,True,B,定休の日は何してるんだろう,定休 の 日 は 何 して る んだろう,ニュートラル,False,False,,定 休 の日 は何 してる んだろう
211,2,False,0,0,1,B,True,B,休会の日は何してるんだろう,休会 の 日 は 何 して る んだろう,ニュートラル,False,False,,休 会 の日 は何 してる んだろう
212,2,False,0,0,1,B,True,B,少憩の日は何してるんだろう,少憩 の 日 は 何 して る んだろう,ニュートラル,False,False,,少 憩 の日 は何 してる んだろう
213,2,False,0,0,1,B,True,B,たんまの日は何してるんだろう,たんま の 日 は 何 して る んだろう,ニュートラル,False,False,,たん ま の日 は何 してる んだろう
214,2,False,0,0,1,B,True,B,小憩の日は何してるんだろう,小憩 の 日 は 何 して る んだろう,ニュートラル,False,False,,小 憩 の日 は何 してる んだろう
215,2,False,0,0,1,B,True,B,静養の日は何してるんだろう,静養 の 日 は 何 して る んだろう,ニュートラル,False,False,,静 養 の日 は何 してる んだろう
216,2,False,0,0,1,B,True,B,養生の日は何してるんだろう,養生 の 日 は 何 して る んだろう,ニュートラル,False,False,,養 生 の日 は何 してる んだろう
217,2,False,0,0,1,B,True,B,レストの日は何してるんだろう,レスト の 日 は 何 して る んだろう,ニュートラル,False,False,,レ スト の日 は何 してる んだろう
218,2,False,0,0,1,B,True,B,ヴァケーションの日は何してるんだろう,ヴァケーション の 日 は 何 して る んだろう,ニュートラル,False,False,,ヴァ ケーション の日 は何 してる んだろう
219,2,False,0,0,1,B,True,B,バケイションの日は何してるんだろう,バケイション の 日 は 何 して る んだろう,ニュートラル,False,False,,バ ケイ ション の日 は何 してる んだろう
220,2,False,0,0,1,B,True,B,息休めの日は何してるんだろう,息休め の 日 は 何 して る んだろう,ニュートラル,False,False,,息 休め の日 は何 してる んだろう
