,id,original,story_main_num,story_sub_num,koma,who,inner,speaker,what,wakati,emotion,kakimoji,self_anotated,alter_emotion,wakati_sp,subword
11,0,False,0,0,0,B,False,B,Aくんってのべつ幕無しクールね,A くん って のべつ幕無し クール ね,喜楽,False,False,,a くん って の べ つ 幕 無し クール ね,Ａ くん って のべ ##つ ##幕 ##無 ##し クール ね
12,0,False,0,0,0,B,False,B,Aくんって留め処無くクールね,A くん って 留め処無く クール ね,喜楽,False,False,,a くん って 留め 処 無く クール ね,Ａ くん って 留め ##処 ##無 ##く クール ね
13,0,False,0,0,0,B,False,B,Aくんって絶え間なくクールね,A くん って 絶え間なく クール ね,喜楽,False,False,,a くん って 絶え 間 なく クール ね,Ａ くん って 絶え ##間 ##なく クール ね
14,0,False,0,0,0,B,False,B,Aくんって留処なくクールね,A くん って 留処なく クール ね,喜楽,False,False,,a くん って 留 処 なく クール ね,Ａ くん って 留 ##処 ##なく クール ね
15,0,False,0,0,0,B,False,B,Aくんってとめどなくクールね,A くん って とめどなく クール ね,喜楽,False,False,,a くん って と め ど なく クール ね,Ａ くん って と ##め ##ど ##なく クール ね
16,0,False,0,0,0,B,False,B,Aくんってのべつクールね,A くん って のべつ クール ね,喜楽,False,False,,a くん って の べ つ クール ね,Ａ くん って のべ ##つ クール ね
17,0,False,0,0,0,B,False,B,Aくんって止処なくクールね,A くん って 止処なく クール ね,喜楽,False,False,,a くん って 止 処 なく クール ね,Ａ くん って 止 ##処 ##なく クール ね
18,0,False,0,0,0,B,False,B,Aくんっていつも冷やこいね,A くん って いつも 冷やこい ね,喜楽,False,False,,a くん って いつも 冷や こい ね,Ａ くん って いつも 冷や ##こい ね
19,0,False,0,0,0,B,False,B,Aくんっていつも清涼ね,A くん って いつも 清涼 ね,喜楽,False,False,,a くん って いつも 清 涼 ね,Ａ くん って いつも 清涼 ね
20,0,False,0,0,0,B,False,B,Aくんっていつも冷やかね,A くん って いつも 冷やか ね,喜楽,False,False,,a くん って いつも 冷や かね,Ａ くん って いつも 冷や ##か ね
21,0,False,0,0,0,B,False,B,Aくんっていつも冷やりとしたね,A くん って いつも 冷やりとした ね,喜楽,False,False,,a くん って いつも 冷や り とした ね,Ａ くん って いつも 冷や ##り ##とした ね
22,0,False,0,0,0,B,False,B,Aくんっていつも涼しいね,A くん って いつも 涼しい ね,喜楽,False,False,,a くん って いつも 涼しい ね,Ａ くん って いつも 涼 ##しい ね
23,0,False,0,0,0,B,False,B,Aくんっていつも冷こいね,A くん って いつも 冷こい ね,喜楽,False,False,,a くん って いつも 冷 こい ね,Ａ くん って いつも 冷 ##こい ね
24,0,False,0,0,0,B,False,B,Aくんって毎々クールね,A くん って 毎々 クール ね,喜楽,False,False,,a くん って 毎 々 クール ね,Ａ くん って 毎 ##々 クール ね
25,0,False,0,0,0,B,False,B,Aくんっていつも冷たいね,A くん って いつも 冷たい ね,喜楽,False,False,,a くん って いつも 冷たい ね,Ａ くん って いつも 冷たい ね
26,0,False,0,0,0,B,False,B,Aくんっていつも涼やかね,A くん って いつも 涼やか ね,喜楽,False,False,,a くん って いつも 涼 や かね,Ａ くん って いつも 涼 ##やか ね
27,0,False,0,0,0,B,False,B,Aくんって常クールね,A くん って 常 クール ね,喜楽,False,False,,a くん って 常 クール ね,Ａ くん って 常 クール ね
28,0,False,0,0,0,B,False,B,Aくんって末始終クールね,A くん って 末始終 クール ね,喜楽,False,False,,a くん って 末 始 終 クール ね,Ａ くん って 末 ##始 ##終 クール ね
29,0,False,0,0,0,B,False,B,Aくんって常住クールね,A くん って 常住 クール ね,喜楽,False,False,,a くん って 常 住 クール ね,Ａ くん って 常 ##住 クール ね
30,0,False,0,0,0,B,False,B,Aくんって止処無くクールね,A くん って 止処無く クール ね,喜楽,False,False,,a くん って 止 処 無く クール ね,Ａ くん って 止 ##処 ##無 ##く クール ね
31,0,False,0,0,0,B,False,B,Aくんって頻りにクールね,A くん って 頻りに クール ね,喜楽,False,False,,a くん って 頻 り に クール ね,Ａ くん って 頻 ##りに クール ね
32,0,False,0,0,0,B,False,B,Aくんっていつも爽涼ね,A くん って いつも 爽涼 ね,喜楽,False,False,,a くん って いつも 爽 涼 ね,Ａ くん って いつも 爽 ##涼 ね
33,0,False,0,0,0,B,False,B,Aくんって年百年中クールね,A くん って 年百年中 クール ね,喜楽,False,False,,a くん って 年 百 年中 クール ね,Ａ くん って 年 ##百 ##年 ##中 クール ね
34,0,False,0,0,0,B,False,B,Aくんってしょっちゅうクールね,A くん って しょっちゅう クール ね,喜楽,False,False,,a くん って しょっちゅう クール ね,Ａ くん って しょ ##っち ##ゅう クール ね
35,0,False,0,0,0,B,False,B,Aくんってたえずクールね,A くん って たえず クール ね,喜楽,False,False,,a くん ってた え ず クール ね,Ａ くん って た ##え ##ず クール ね
36,0,False,0,0,0,B,False,B,Aくんっていつでもクールね,A くん って いつでも クール ね,喜楽,False,False,,a くん って いつでも クール ね,Ａ くん って いつでも クール ね
37,0,False,0,0,0,B,False,B,Aくんってきまってクールね,A くん って きまって クール ね,喜楽,False,False,,a くん って き まって クール ね,Ａ くん って き ##まって クール ね
38,0,False,0,0,0,B,False,B,Aくんって決まってクールね,A くん って 決まって クール ね,喜楽,False,False,,a くん って 決まって クール ね,Ａ くん って 決まって クール ね
39,0,False,0,0,0,B,False,B,Aくんって常にクールね,A くん って 常に クール ね,喜楽,False,False,,a くん って 常に クール ね,Ａ くん って 常に クール ね
40,0,False,0,0,0,B,False,B,Aくんって決ってクールね,A くん って 決って クール ね,喜楽,False,False,,a くん って 決 って クール ね,Ａ くん って 決 ##って クール ね
41,0,False,0,0,0,B,False,B,Aくんって日夕クールね,A くん って 日夕 クール ね,喜楽,False,False,,a くん って 日 夕 クール ね,Ａ くん って 日夕 クール ね
42,0,False,0,0,0,B,False,B,Aくんって年中クールね,A くん って 年中 クール ね,喜楽,False,False,,a くん って 年中 クール ね,Ａ くん って 年中 クール ね
43,0,False,0,0,0,B,False,B,Aくんって何時でもクールね,A くん って 何時でも クール ね,喜楽,False,False,,a くん って 何時 でも クール ね,Ａ くん って 何 ##時 ##で ##も クール ね
44,0,False,0,0,0,B,False,B,Aくんって四六時中クールね,A くん って 四六時中 クール ね,喜楽,False,False,,a くん って 四 六 時 中 クール ね,Ａ くん って 四 ##六 ##時 ##中 クール ね
45,0,False,0,0,0,B,False,B,Aくんって絶えずクールね,A くん って 絶えず クール ね,喜楽,False,False,,a くん って 絶え ず クール ね,Ａ くん って 絶えず クール ね
46,0,False,0,0,0,B,False,B,Aくんって朝夕クールね,A くん って 朝夕 クール ね,喜楽,False,False,,a くん って 朝 夕 クール ね,Ａ くん って 朝夕 クール ね
47,0,False,0,0,0,B,False,B,Aくんって必ずクールね,A くん って 必ず クール ね,喜楽,False,False,,a くん って 必ず クール ね,Ａ くん って 必ず クール ね
48,0,False,0,0,0,B,False,B,Aくんって年がら年じゅうクールね,A くん って 年がら年じゅう クール ね,喜楽,False,False,,a くん って 年 が ら 年 じゅう クール ね,Ａ くん って 年 ##がら ##年 ##じゅう クール ね
49,0,False,0,0,0,B,False,B,Aくんってつねにクールね,A くん って つねに クール ね,喜楽,False,False,,a くん って つ ね に クール ね,Ａ くん って つね ##に クール ね
50,0,False,0,0,0,B,False,B,Aくんって変わり無くクールね,A くん って 変わり無く クール ね,喜楽,False,False,,a くん って 変わり 無く クール ね,Ａ くん って 変わり ##無 ##く クール ね
51,0,False,0,0,0,B,False,B,Aくんっていつも冷淡ね,A くん って いつも 冷淡 ね,喜楽,False,False,,a くん って いつも 冷 淡 ね,Ａ くん って いつも 冷 ##淡 ね
52,0,False,0,0,0,B,False,B,Aくんって明け暮れクールね,A くん って 明け暮れ クール ね,喜楽,False,False,,a くん って 明け 暮れ クール ね,Ａ くん って 明け ##暮れ クール ね
53,0,False,0,0,0,B,False,B,Aくんって常々クールね,A くん って 常々 クール ね,喜楽,False,False,,a くん って 常 々 クール ね,Ａ くん って 常 ##々 クール ね
54,0,False,0,0,0,B,False,B,Aくんって年がら年百クールね,A くん って 年がら年百 クール ね,喜楽,False,False,,a くん って 年 が ら 年 百 クール ね,Ａ くん って 年 ##がら ##年 ##百 クール ね
55,0,False,0,0,0,B,False,B,Aくんって間断なくクールね,A くん って 間断なく クール ね,喜楽,False,False,,a くん って 間 断 なく クール ね,Ａ くん って 間 ##断 ##なく クール ね
56,0,False,0,0,0,B,False,B,Aくんって大抵クールね,A くん って 大抵 クール ね,喜楽,False,False,,a くん って 大抵 クール ね,Ａ くん って 大抵 クール ね
57,0,False,0,0,0,B,False,B,Aくんってたいていクールね,A くん って たいてい クール ね,喜楽,False,False,,a くん って たい てい クール ね,Ａ くん って たいてい クール ね
58,0,False,0,0,0,B,False,B,Aくんって何時もクールね,A くん って 何時も クール ね,喜楽,False,False,,a くん って何 時も クール ね,Ａ くん って 何 ##時 ##も クール ね
59,0,False,0,0,0,B,False,B,Aくんって総じてクールね,A くん って 総じて クール ね,喜楽,False,False,,a くん って 総じて クール ね,Ａ くん って 総じて クール ね
60,0,False,0,0,0,B,False,B,Aくんって始終クールね,A くん って 始終 クール ね,喜楽,False,False,,a くん って 始 終 クール ね,Ａ くん って 始 ##終 クール ね
61,0,False,0,0,0,B,False,B,Aくんって通例クールね,A くん って 通例 クール ね,喜楽,False,False,,a くん って 通 例 クール ね,Ａ くん って 通例 クール ね
62,0,False,0,0,0,B,False,B,Aくんってふつうクールね,A くん って ふつう クール ね,喜楽,False,False,,a くん って ふつう クール ね,Ａ くん って ふつう クール ね
63,0,False,0,0,0,B,False,B,Aくんって普通クールね,A くん って 普通 クール ね,喜楽,False,False,,a くん って 普通 クール ね,Ａ くん って 普通 クール ね
64,0,False,0,0,0,B,False,B,Aくんって明暮クールね,A くん って 明暮 クール ね,喜楽,False,False,,a くん って 明 暮 クール ね,Ａ くん って 明 ##暮 クール ね
65,0,False,0,0,0,B,False,B,Aくんって一定クールね,A くん って 一定 クール ね,喜楽,False,False,,a くん って 一定 クール ね,Ａ くん って 一定 クール ね
66,0,False,0,0,0,B,False,B,Aくんって極まってクールね,A くん って 極まって クール ね,喜楽,False,False,,a くん って 極 まって クール ね,Ａ くん って 極 ##まって クール ね
67,0,False,0,0,0,B,False,B,Aくんってつねづねクールね,A くん って つねづね クール ね,喜楽,False,False,,a くん って つ ね づ ね クール ね,Ａ くん って つね ##づ ##ね クール ね
68,0,False,0,0,0,B,False,B,Aくんって通常クールね,A くん って 通常 クール ね,喜楽,False,False,,a くん って 通常 クール ね,Ａ くん って 通常 クール ね
69,0,False,0,0,0,B,False,B,Aくんって毎毎クールね,A くん って 毎毎 クール ね,喜楽,False,False,,a くん って 毎 毎 クール ね,Ａ くん って 毎毎 クール ね
70,0,False,0,0,0,B,False,B,Aくんって常常クールね,A くん って 常常 クール ね,喜楽,False,False,,a くん って 常 常 クール ね,Ａ くん って 常 ##常 クール ね
71,1,False,0,0,0,A,False,A,たいへんですか?,たいへん です か ?,喜楽,False,False,,たいへん ですか ?,たい ##へん です か ？
72,1,False,0,0,0,A,False,A,思切ですか?,思切 です か ?,喜楽,False,False,,思 切 ですか ?,思 ##切 です か ？
73,1,False,0,0,0,A,False,A,とっとですか?,とっと です か ?,喜楽,False,False,,と っと ですか ?,とっ ##と です か ？
74,1,False,0,0,0,A,False,A,ひじょうにですか?,ひじょうに です か ?,喜楽,False,False,,ひ じょう に ですか ?,ひ ##じょう ##に です か ？
75,1,False,0,0,0,A,False,A,甚もですか?,甚も です か ?,喜楽,False,False,,甚 も ですか ?,甚 ##も です か ？
76,1,False,0,0,0,A,False,A,誠ですか?,誠 です か ?,喜楽,False,False,,誠 ですか ?,誠 です か ？
77,1,False,0,0,0,A,False,A,実にですか?,実に です か ?,喜楽,False,False,,実に ですか ?,実に です か ？
78,1,False,0,0,0,A,False,A,きわめてですか?,きわめて です か ?,喜楽,False,False,,き わ めて ですか ?,きわめて です か ？
79,1,False,0,0,0,A,False,A,最もですか?,最も です か ?,喜楽,False,False,,最も ですか ?,最も です か ？
80,1,False,0,0,0,A,False,A,宜ですか?,宜 です か ?,喜楽,False,False,,宜 ですか ?,宜 です か ？
81,1,False,0,0,0,A,False,A,本当ですか?,本当 です か ?,喜楽,False,False,,本当ですか ?,本当 です か ？
82,1,False,0,0,0,A,False,A,本当にですか?,本当に です か ?,喜楽,False,False,,本当に ですか ?,本当に です か ？
83,1,False,0,0,0,A,False,A,誠にですか?,誠に です か ?,喜楽,False,False,,誠に ですか ?,誠 ##に です か ？
84,1,False,0,0,0,A,False,A,実にもですか?,実にも です か ?,喜楽,False,False,,実に も ですか ?,実に ##も です か ？
85,1,False,0,0,0,A,False,A,神以ってですか?,神以って です か ?,喜楽,False,False,,神 以 って ですか ?,神 ##以 ##って です か ？
86,1,False,0,0,0,A,False,A,極くですか?,極く です か ?,喜楽,False,False,,極 く ですか ?,極 ##く です か ？
87,1,False,0,0,0,A,False,A,頗るですか?,頗る です か ?,喜楽,False,False,,頗 る ですか ?,頗る です か ？
88,1,False,0,0,0,A,False,A,大層ですか?,大層 です か ?,喜楽,False,False,,大 層 ですか ?,大 ##層 です か ？
89,1,False,0,0,0,A,False,A,はなはだですか?,はなはだ です か ?,喜楽,False,False,,は な は だ ですか ?,はな ##は ##だ です か ？
90,1,False,0,0,0,A,False,A,とてもですか?,とても です か ?,喜楽,False,False,,とても ですか ?,とても です か ？
91,1,False,0,0,0,A,False,A,真ですか?,真 です か ?,喜楽,False,False,,真 ですか ?,真 です か ？
92,1,False,0,0,0,A,False,A,至極ですか?,至極 です か ?,喜楽,False,False,,至 極 ですか ?,至 ##極 です か ？
93,1,False,0,0,0,A,False,A,大いにですか?,大いに です か ?,喜楽,False,False,,大いに ですか ?,大いに です か ？
94,1,False,0,0,0,A,False,A,然許ですか?,然許 です か ?,喜楽,False,False,,然 許 ですか ?,然 ##許 です か ？
95,1,False,0,0,0,A,False,A,実にやですか?,実にや です か ?,喜楽,False,False,,実に や ですか ?,実に ##や です か ？
96,1,False,0,0,0,A,False,A,結構ですか?,結構 です か ?,喜楽,False,False,,結構 ですか ?,結 ##構 です か ？
97,1,False,0,0,0,A,False,A,たっぷりですか?,たっぷり です か ?,喜楽,False,False,,たっぷり ですか ?,た ##っぷ ##り です か ？
98,1,False,0,0,0,A,False,A,大変ですか?,大変 です か ?,喜楽,False,False,,大変 ですか ?,大変 です か ？
99,1,False,0,0,0,A,False,A,正しくですか?,正しく です か ?,喜楽,False,False,,正しく ですか ?,正しく です か ？
100,1,False,0,0,0,A,False,A,いとですか?,いと です か ?,喜楽,False,False,,いと ですか ?,い ##と です か ？
101,1,False,0,0,0,A,False,A,熟ですか?,熟 です か ?,喜楽,False,False,,熟 ですか ?,熟 です か ？
102,1,False,0,0,0,A,False,A,おもいきりですか?,おもいきり です か ?,喜楽,False,False,,おもい きり ですか ?,おも ##いき ##り です か ？
103,1,False,0,0,0,A,False,A,悉皆ですか?,悉皆 です か ?,喜楽,False,False,,悉 皆 ですか ?,悉皆 です か ？
104,1,False,0,0,0,A,False,A,甚だですか?,甚だ です か ?,喜楽,False,False,,甚 だ ですか ?,甚 ##だ です か ？
105,1,False,0,0,0,A,False,A,じつはですか?,じつは です か ?,喜楽,False,False,,じつは ですか ?,じ ##つ ##は です か ？
106,1,False,0,0,0,A,False,A,絶ばかりですか?,絶ばかり です か ?,喜楽,False,False,,絶 ばかり ですか ?,絶 ##ば ##かり です か ？
107,1,False,0,0,0,A,False,A,さねですか?,さね です か ?,喜楽,False,False,,さ ね ですか ?,さ ##ね です か ？
108,1,False,0,0,0,A,False,A,余りですか?,余り です か ?,喜楽,False,False,,余り ですか ?,余り です か ？
109,1,False,0,0,0,A,False,A,思切りですか?,思切り です か ?,喜楽,False,False,,思 切り ですか ?,思 ##切り です か ？
110,1,False,0,0,0,A,False,A,真実ですか?,真実 です か ?,喜楽,False,False,,真実 ですか ?,真実 です か ？
111,1,False,0,0,0,A,False,A,随分ですか?,随分 です か ?,喜楽,False,False,,随分 ですか ?,随 ##分 です か ？
112,1,False,0,0,0,A,False,A,世にですか?,世に です か ?,喜楽,False,False,,世 に ですか ?,世に です か ？
113,1,False,0,0,0,A,False,A,其実ですか?,其実 です か ?,喜楽,False,False,,其 実 ですか ?,其 ##実 です か ？
114,1,False,0,0,0,A,False,A,まことにですか?,まことに です か ?,喜楽,False,False,,ま ことに ですか ?,まこと ##に です か ？
115,1,False,0,0,0,A,False,A,熟熟ですか?,熟熟 です か ?,喜楽,False,False,,熟 熟 ですか ?,熟 ##熟 です か ？
116,1,False,0,0,0,A,False,A,神もってですか?,神もって です か ?,喜楽,False,False,,神 も って ですか ?,神 ##もって です か ？
117,1,False,0,0,0,A,False,A,それはそれはですか?,それはそれは です か ?,喜楽,False,False,,それは それは ですか ?,それ ##は ##そ ##れ ##は です か ？
118,1,False,0,0,0,A,False,A,寔にですか?,寔に です か ?,喜楽,False,False,,寔 に ですか ?,寔に です か ？
119,1,False,0,0,0,A,False,A,実ですか?,実 です か ?,喜楽,False,False,,実 ですか ?,実 です か ？
120,1,False,0,0,0,A,False,A,如何にもですか?,如何にも です か ?,喜楽,False,False,,如何 にも ですか ?,如何 ##にも です か ？
121,1,False,0,0,0,A,False,A,甚うですか?,甚う です か ?,喜楽,False,False,,甚 う ですか ?,甚 ##う です か ？
122,1,False,0,0,0,A,False,A,余程ですか?,余程 です か ?,喜楽,False,False,,余 程 ですか ?,余 ##程 です か ？
123,1,False,0,0,0,A,False,A,非常にですか?,非常に です か ?,喜楽,False,False,,非常に ですか ?,非常に です か ？
124,1,False,0,0,0,A,False,A,真にですか?,真に です か ?,喜楽,False,False,,真 に ですか ?,真に です か ？
125,1,False,0,0,0,A,False,A,とってもですか?,とっても です か ?,喜楽,False,False,,とっても ですか ?,とって ##も です か ？
126,1,False,0,0,0,A,False,A,はたしてですか?,はたして です か ?,喜楽,False,False,,は た して ですか ?,はた ##して です か ？
127,1,False,0,0,0,A,False,A,最ですか?,最 です か ?,喜楽,False,False,,最 ですか ?,最 です か ？
128,1,False,0,0,0,A,False,A,其れは其れはですか?,其れは其れは です か ?,喜楽,False,False,,其 れ は 其 れ は ですか ?,其れは其れは です か ？
129,1,False,0,0,0,A,False,A,よっぽどですか?,よっぽど です か ?,喜楽,False,False,,よっぽど ですか ?,よ ##っぽ ##ど です か ？
130,1,False,0,0,0,A,False,A,いともですか?,いとも です か ?,喜楽,False,False,,い とも ですか ?,い ##とも です か ？
131,1,False,0,0,0,A,False,A,いっそですか?,いっそ です か ?,喜楽,False,False,,いっそ ですか ?,いっ ##そ です か ？
132,1,False,0,0,0,A,False,A,その実ですか?,その実 です か ?,喜楽,False,False,,その 実 ですか ?,その ##実 です か ？
133,1,False,0,0,0,A,False,A,其は其はですか?,其は其は です か ?,喜楽,False,False,,其 は 其 は ですか ?,其は其は です か ？
134,1,False,0,0,0,A,False,A,実に実にですか?,実に実に です か ?,喜楽,False,False,,実に 実に ですか ?,実に ##実に です か ？
135,1,False,0,0,0,A,False,A,世にもですか?,世にも です か ?,喜楽,False,False,,世 にも ですか ?,世に ##も です か ？
136,1,False,0,0,0,A,False,A,在り在りですか?,在り在り です か ?,喜楽,False,False,,在 り 在 り ですか ?,在り ##在 ##り です か ？
137,1,False,0,0,0,A,False,A,至りてですか?,至りて です か ?,喜楽,False,False,,至 り て ですか ?,至り ##て です か ？
138,1,False,0,0,0,A,False,A,神以てですか?,神以て です か ?,喜楽,False,False,,神 以 て ですか ?,神 ##以 ##て です か ？
139,1,False,0,0,0,A,False,A,すこぶるですか?,すこぶる です か ?,喜楽,False,False,,すこぶる ですか ?,す ##こ ##ぶ ##る です か ？
140,1,False,0,0,0,A,False,A,現にですか?,現に です か ?,喜楽,False,False,,現 に ですか ?,現 ##に です か ？
141,1,False,0,0,0,A,False,A,根っからですか?,根っから です か ?,喜楽,False,False,,根 っ から ですか ?,根 ##っか ##ら です か ？
142,1,False,0,0,0,A,False,A,そのじつですか?,そのじつ です か ?,喜楽,False,False,,その じ つ ですか ?,その ##じ ##つ です か ？
143,1,False,0,0,0,A,False,A,事実ですか?,事実 です か ?,喜楽,False,False,,事実 ですか ?,事実 です か ？
144,1,False,0,0,0,A,False,A,然許りですか?,然許り です か ?,喜楽,False,False,,然 許 り ですか ?,然 ##許 ##り です か ？
145,1,False,0,0,0,A,False,A,ひっしとですか?,ひっしと です か ?,喜楽,False,False,,ひっ し と ですか ?,ひっ ##し ##と です か ？
146,1,False,0,0,0,A,False,A,思い切りですか?,思い切り です か ?,喜楽,False,False,,思い切り ですか ?,思い ##切り です か ？
147,1,False,0,0,0,A,False,A,極めてですか?,極めて です か ?,喜楽,False,False,,極めて ですか ?,極めて です か ？
148,1,False,0,0,0,A,False,A,其の実ですか?,其の実 です か ?,喜楽,False,False,,其 の実 ですか ?,其 ##の ##実 です か ？
149,1,False,0,0,0,A,False,A,其はですか?,其は です か ?,喜楽,False,False,,其 は ですか ?,其 ##は です か ？
150,1,False,0,0,0,A,False,A,めっきりですか?,めっきり です か ?,喜楽,False,False,,め っきり ですか ?,めっ ##きり です か ？
151,1,False,0,0,0,A,False,A,迚もですか?,迚も です か ?,喜楽,False,False,,迚 も ですか ?,迚も です か ？
152,1,False,0,0,0,A,False,A,本にですか?,本に です か ?,喜楽,False,False,,本 に ですか ?,本 ##に です か ？
153,1,False,0,0,0,A,False,A,根からですか?,根から です か ?,喜楽,False,False,,根 から ですか ?,根 ##から です か ？
154,1,False,0,0,0,A,False,A,大きにですか?,大きに です か ?,喜楽,False,False,,大 き に ですか ?,大き ##に です か ？
155,1,False,0,0,0,A,False,A,かほどですか?,かほど です か ?,喜楽,False,False,,か ほど ですか ?,か ##ほど です か ？
156,1,False,0,0,0,A,False,A,かくもですか?,かくも です か ?,喜楽,False,False,,かく も ですか ?,かく ##も です か ？
157,1,False,0,0,0,A,False,A,甚ですか?,甚 です か ?,喜楽,False,False,,甚 ですか ?,甚 です か ？
158,1,False,0,0,0,A,False,A,然ばかりですか?,然ばかり です か ?,喜楽,False,False,,然 ばかり ですか ?,然 ##ば ##かり です か ？
159,1,False,0,0,0,A,False,A,実はですか?,実は です か ?,喜楽,False,False,,実は ですか ?,実は です か ？
160,1,False,0,0,0,A,False,A,世に世にですか?,世に世に です か ?,喜楽,False,False,,世 に 世 に ですか ?,世に ##世 ##に です か ？
161,1,False,0,0,0,A,False,A,じつにですか?,じつに です か ?,喜楽,False,False,,じ つ に ですか ?,じ ##つ ##に です か ？
162,1,False,0,0,0,A,False,A,大してですか?,大して です か ?,喜楽,False,False,,大して ですか ?,大 ##して です か ？
163,1,False,0,0,0,A,False,A,いかにもですか?,いかにも です か ?,喜楽,False,False,,いかに も ですか ?,いかに ##も です か ？
164,1,False,0,0,0,A,False,A,実際にですか?,実際に です か ?,喜楽,False,False,,実際に ですか ?,実際 ##に です か ？
165,1,False,0,0,0,A,False,A,極ですか?,極 です か ?,喜楽,False,False,,極 ですか ?,極 です か ？
166,1,False,0,0,0,A,False,A,重々ですか?,重々 です か ?,喜楽,False,False,,重 々 ですか ?,重 ##々 です か ？
167,1,False,0,0,0,A,False,A,ほんにですか?,ほんに です か ?,喜楽,False,False,,ほん に ですか ?,ほん ##に です か ？
168,1,False,0,0,0,A,False,A,斯うしてですか?,斯うして です か ?,喜楽,False,False,,斯 う して ですか ?,斯うして です か ？
169,1,False,0,0,0,A,False,A,斯うですか?,斯う です か ?,喜楽,False,False,,斯 う ですか ?,斯う です か ？
170,1,False,0,0,0,A,False,A,かくですか?,かく です か ?,喜楽,False,False,,かく ですか ?,かく です か ？
171,1,False,0,0,0,A,False,A,斯くですか?,斯く です か ?,喜楽,False,False,,斯 く ですか ?,斯く です か ？
172,1,False,0,0,0,A,False,A,然ですか?,然 です か ?,喜楽,False,False,,然 ですか ?,然 です か ？
173,1,False,0,0,0,A,False,A,こうしてですか?,こうして です か ?,喜楽,False,False,,こうして ですか ?,こうして です か ？
174,1,False,0,0,0,A,False,A,爾くですか?,爾く です か ?,喜楽,False,False,,爾 く ですか ?,爾 ##く です か ？
175,1,False,0,0,0,A,False,A,然くですか?,然く です か ?,喜楽,False,False,,然 く ですか ?,然 ##く です か ？
176,1,False,0,0,0,A,False,A,爾ですか?,爾 です か ?,喜楽,False,False,,爾 ですか ?,爾 です か ？
177,1,False,0,0,0,A,False,A,そないですか?,そない です か ?,喜楽,False,False,,そ ないですか ?,そ ##ない です か ？
178,1,False,0,0,0,A,False,A,然もですか?,然も です か ?,喜楽,False,False,,然 も ですか ?,然 ##も です か ？
179,1,False,0,0,0,A,False,A,あれ程ですか?,あれ程 です か ?,喜楽,False,False,,あれ 程 ですか ?,あれ ##程 です か ？
180,1,False,0,0,0,A,False,A,そのようにですか?,そのように です か ?,喜楽,False,False,,その ように ですか ?,そのように です か ？
181,1,False,0,0,0,A,False,A,そういうふうにですか?,そういうふうに です か ?,喜楽,False,False,,そういう ふう に ですか ?,そういう ##ふ ##う ##に です か ？
182,1,False,0,0,0,A,False,A,ずいぶんですか?,ずいぶん です か ?,喜楽,False,False,,ずいぶん ですか ?,ず ##い ##ぶん です か ？
183,1,False,0,0,0,A,False,A,余っ程ですか?,余っ程 です か ?,喜楽,False,False,,余 っ 程 ですか ?,余 ##っ ##程 です か ？
184,1,False,0,0,0,A,False,A,ずんとですか?,ずんと です か ?,喜楽,False,False,,ずん と ですか ?,ず ##ん ##と です か ？
185,1,True,0,0,0,A,False,A,そうですか?,そう です か ?,喜楽,False,False,,そうですか ?,そう です か ？
