,id,original,story_main_num,story_sub_num,koma,who,inner,speaker,what,wakati,emotion,kakimoji,self_anotated,alter_emotion,wakati_sp,subword
15,0,FALSE,0,0,0,B,FALSE,B,Aくんって決まってクールね,A くん って 決まって クール ね,喜楽,FALSE,FALSE,,a くん って 決まって クール ね,Ａ くん って 決まって クール ね
16,0,FALSE,0,0,0,B,FALSE,B,Aくんってきまってクールね,A くん って きまって クール ね,喜楽,FALSE,FALSE,,a くん って き まって クール ね,Ａ くん って き ##まって クール ね
17,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつでもクールね,A くん って いつでも クール ね,喜楽,FALSE,FALSE,,a くん って いつでも クール ね,Ａ くん って いつでも クール ね
18,0,FALSE,0,0,0,B,FALSE,B,Aくんって何時もクールね,A くん って 何時も クール ね,喜楽,FALSE,FALSE,,a くん って何 時も クール ね,Ａ くん って 何 ##時 ##も クール ね
19,0,FALSE,0,0,0,B,FALSE,B,Aくんって総じてクールね,A くん って 総じて クール ね,喜楽,FALSE,FALSE,,a くん って 総じて クール ね,Ａ くん って 総じて クール ね
20,0,FALSE,0,0,0,B,FALSE,B,Aくんって通例クールね,A くん って 通例 クール ね,喜楽,FALSE,FALSE,,a くん って 通 例 クール ね,Ａ くん って 通例 クール ね
21,0,FALSE,0,0,0,B,FALSE,B,Aくんって通常クールね,A くん って 通常 クール ね,喜楽,FALSE,FALSE,,a くん って 通常 クール ね,Ａ くん って 通常 クール ね
22,0,FALSE,0,0,0,B,FALSE,B,Aくんってふつうクールね,A くん って ふつう クール ね,喜楽,FALSE,FALSE,,a くん って ふつう クール ね,Ａ くん って ふつう クール ね
23,0,FALSE,0,0,0,B,FALSE,B,Aくんって普通クールね,A くん って 普通 クール ね,喜楽,FALSE,FALSE,,a くん って 普通 クール ね,Ａ くん って 普通 クール ね
24,0,FALSE,0,0,0,B,FALSE,B,Aくんってたえずクールね,A くん って たえず クール ね,喜楽,FALSE,FALSE,,a くん ってた え ず クール ね,Ａ くん って た ##え ##ず クール ね
25,0,FALSE,0,0,0,B,FALSE,B,Aくんって明暮クールね,A くん って 明暮 クール ね,喜楽,FALSE,FALSE,,a くん って 明 暮 クール ね,Ａ くん って 明 ##暮 クール ね
26,0,FALSE,0,0,0,B,FALSE,B,Aくんって極まってクールね,A くん って 極まって クール ね,喜楽,FALSE,FALSE,,a くん って 極 まって クール ね,Ａ くん って 極 ##まって クール ね
27,0,FALSE,0,0,0,B,FALSE,B,Aくんってつねづねクールね,A くん って つねづね クール ね,喜楽,FALSE,FALSE,,a くん って つ ね づ ね クール ね,Ａ くん って つね ##づ ##ね クール ね
28,0,FALSE,0,0,0,B,FALSE,B,Aくんって常々クールね,A くん って 常々 クール ね,喜楽,FALSE,FALSE,,a くん って 常 々 クール ね,Ａ くん って 常 ##々 クール ね
29,0,FALSE,0,0,0,B,FALSE,B,Aくんって始終クールね,A くん って 始終 クール ね,喜楽,FALSE,FALSE,,a くん って 始 終 クール ね,Ａ くん って 始 ##終 クール ね
30,0,FALSE,0,0,0,B,FALSE,B,Aくんって明け暮れクールね,A くん って 明け暮れ クール ね,喜楽,FALSE,FALSE,,a くん って 明け 暮れ クール ね,Ａ くん って 明け ##暮れ クール ね
31,0,FALSE,0,0,0,B,FALSE,B,Aくんって年中クールね,A くん って 年中 クール ね,喜楽,FALSE,FALSE,,a くん って 年中 クール ね,Ａ くん って 年中 クール ね
32,0,FALSE,0,0,0,B,FALSE,B,Aくんって一定クールね,A くん って 一定 クール ね,喜楽,FALSE,FALSE,,a くん って 一定 クール ね,Ａ くん って 一定 クール ね
33,0,FALSE,0,0,0,B,FALSE,B,Aくんってしょっちゅうクールね,A くん って しょっちゅう クール ね,喜楽,FALSE,FALSE,,a くん って しょっちゅう クール ね,Ａ くん って しょ ##っち ##ゅう クール ね
34,0,FALSE,0,0,0,B,FALSE,B,Aくんって年百年中クールね,A くん って 年百年中 クール ね,喜楽,FALSE,FALSE,,a くん って 年 百 年中 クール ね,Ａ くん って 年 ##百 ##年 ##中 クール ね
35,0,FALSE,0,0,0,B,FALSE,B,Aくんって毎々クールね,A くん って 毎々 クール ね,喜楽,FALSE,FALSE,,a くん って 毎 々 クール ね,Ａ くん って 毎 ##々 クール ね
36,0,FALSE,0,0,0,B,FALSE,B,Aくんって止処無くクールね,A くん って 止処無く クール ね,喜楽,FALSE,FALSE,,a くん って 止 処 無く クール ね,Ａ くん って 止 ##処 ##無 ##く クール ね
37,0,FALSE,0,0,0,B,FALSE,B,Aくんって常住クールね,A くん って 常住 クール ね,喜楽,FALSE,FALSE,,a くん って 常 住 クール ね,Ａ くん って 常 ##住 クール ね
38,0,FALSE,0,0,0,B,FALSE,B,Aくんって末始終クールね,A くん って 末始終 クール ね,喜楽,FALSE,FALSE,,a くん って 末 始 終 クール ね,Ａ くん って 末 ##始 ##終 クール ね
39,0,FALSE,0,0,0,B,FALSE,B,Aくんって常クールね,A くん って 常 クール ね,喜楽,FALSE,FALSE,,a くん って 常 クール ね,Ａ くん って 常 クール ね
40,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも涼やかね,A くん って いつも 涼やか ね,喜楽,FALSE,FALSE,,a くん って いつも 涼 や かね,Ａ くん って いつも 涼 ##やか ね
41,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも爽涼ね,A くん って いつも 爽涼 ね,喜楽,FALSE,FALSE,,a くん って いつも 爽 涼 ね,Ａ くん って いつも 爽 ##涼 ね
42,0,FALSE,0,0,0,B,FALSE,B,Aくんって頻りにクールね,A くん って 頻りに クール ね,喜楽,FALSE,FALSE,,a くん って 頻 り に クール ね,Ａ くん って 頻 ##りに クール ね
43,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも冷たいね,A くん って いつも 冷たい ね,喜楽,FALSE,FALSE,,a くん って いつも 冷たい ね,Ａ くん って いつも 冷たい ね
44,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも涼しいね,A くん って いつも 涼しい ね,喜楽,FALSE,FALSE,,a くん って いつも 涼しい ね,Ａ くん って いつも 涼 ##しい ね
45,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも冷やりとしたね,A くん って いつも 冷やりとした ね,喜楽,FALSE,FALSE,,a くん って いつも 冷や り とした ね,Ａ くん って いつも 冷や ##り ##とした ね
46,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも冷やかね,A くん って いつも 冷やか ね,喜楽,FALSE,FALSE,,a くん って いつも 冷や かね,Ａ くん って いつも 冷や ##か ね
47,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも清涼ね,A くん って いつも 清涼 ね,喜楽,FALSE,FALSE,,a くん って いつも 清 涼 ね,Ａ くん って いつも 清涼 ね
48,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも冷やこいね,A くん って いつも 冷やこい ね,喜楽,FALSE,FALSE,,a くん って いつも 冷や こい ね,Ａ くん って いつも 冷や ##こい ね
49,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも冷淡ね,A くん って いつも 冷淡 ね,喜楽,FALSE,FALSE,,a くん って いつも 冷 淡 ね,Ａ くん って いつも 冷 ##淡 ね
50,0,FALSE,0,0,0,B,FALSE,B,Aくんっていつも冷こいね,A くん って いつも 冷こい ね,喜楽,FALSE,FALSE,,a くん って いつも 冷 こい ね,Ａ くん って いつも 冷 ##こい ね
51,0,FALSE,0,0,0,B,FALSE,B,Aくんってたいていクールね,A くん って たいてい クール ね,喜楽,FALSE,FALSE,,a くん って たい てい クール ね,Ａ くん って たいてい クール ね
52,0,FALSE,0,0,0,B,FALSE,B,Aくんって止処なくクールね,A くん って 止処なく クール ね,喜楽,FALSE,FALSE,,a くん って 止 処 なく クール ね,Ａ くん って 止 ##処 ##なく クール ね
53,0,FALSE,0,0,0,B,FALSE,B,Aくんってとめどなくクールね,A くん って とめどなく クール ね,喜楽,FALSE,FALSE,,a くん って と め ど なく クール ね,Ａ くん って と ##め ##ど ##なく クール ね
54,0,FALSE,0,0,0,B,FALSE,B,Aくんって極ってクールね,A くん って 極って クール ね,喜楽,FALSE,FALSE,,a くん って 極 って クール ね,Ａ くん って 極 ##って クール ね
55,0,FALSE,0,0,0,B,FALSE,B,Aくんって変わりなくクールね,A くん って 変わりなく クール ね,喜楽,FALSE,FALSE,,a くん って 変わり なく クール ね,Ａ くん って 変わり ##なく クール ね
56,0,FALSE,0,0,0,B,FALSE,B,Aくんって年がら年中クールね,A くん って 年がら年中 クール ね,喜楽,FALSE,FALSE,,a くん って 年 が ら 年中 クール ね,Ａ くん って 年 ##がら ##年 ##中 クール ね
57,0,FALSE,0,0,0,B,FALSE,B,Aくんって常住坐臥クールね,A くん って 常住坐臥 クール ね,喜楽,FALSE,FALSE,,a くん って 常 住 坐臥 クール ね,Ａ くん って 常住坐臥 クール ね
58,0,FALSE,0,0,0,B,FALSE,B,Aくんって止め処無くクールね,A くん って 止め処無く クール ね,喜楽,FALSE,FALSE,,a くん って 止め 処 無く クール ね,Ａ くん って 止め ##処 ##無 ##く クール ね
59,0,FALSE,0,0,0,B,FALSE,B,Aくんって続続クールね,A くん って 続続 クール ね,喜楽,FALSE,FALSE,,a くん って 続 続 クール ね,Ａ くん って 続 ##続 クール ね
60,0,FALSE,0,0,0,B,FALSE,B,Aくんってのべつクールね,A くん って のべつ クール ね,喜楽,FALSE,FALSE,,a くん って の べ つ クール ね,Ａ くん って のべ ##つ クール ね
61,0,FALSE,0,0,0,B,FALSE,B,Aくんってのべつ幕なしクールね,A くん って のべつ幕なし クール ね,喜楽,FALSE,FALSE,,a くん って の べ つ 幕 なし クール ね,Ａ くん って のべ ##つ ##幕 ##なし クール ね
62,0,FALSE,0,0,0,B,FALSE,B,Aくんって留め処なくクールね,A くん って 留め処なく クール ね,喜楽,FALSE,FALSE,,a くん って 留め 処 なく クール ね,Ａ くん って 留め ##処 ##なく クール ね
63,0,FALSE,0,0,0,B,FALSE,B,Aくんって止め処なくクールね,A くん って 止め処なく クール ね,喜楽,FALSE,FALSE,,a くん って 止め 処 なく クール ね,Ａ くん って 止め ##処 ##なく クール ね
64,0,FALSE,0,0,0,B,FALSE,B,Aくんってのべつ幕無しクールね,A くん って のべつ幕無し クール ね,喜楽,FALSE,FALSE,,a くん って の べ つ 幕 無し クール ね,Ａ くん って のべ ##つ ##幕 ##無 ##し クール ね
65,0,FALSE,0,0,0,B,FALSE,B,Aくんって留め処無くクールね,A くん って 留め処無く クール ね,喜楽,FALSE,FALSE,,a くん って 留め 処 無く クール ね,Ａ くん って 留め ##処 ##無 ##く クール ね
66,0,FALSE,0,0,0,B,FALSE,B,Aくんって絶え間なくクールね,A くん って 絶え間なく クール ね,喜楽,FALSE,FALSE,,a くん って 絶え 間 なく クール ね,Ａ くん って 絶え ##間 ##なく クール ね
67,0,FALSE,0,0,0,B,FALSE,B,Aくんって留処なくクールね,A くん って 留処なく クール ね,喜楽,FALSE,FALSE,,a くん って 留 処 なく クール ね,Ａ くん って 留 ##処 ##なく クール ね
68,0,FALSE,0,0,0,B,FALSE,B,Aくんって引きも切らずクールね,A くん って 引きも切らず クール ね,喜楽,FALSE,FALSE,,a くん って 引き も 切ら ず クール ね,Ａ くん って 引き ##も ##切ら ##ず クール ね
69,0,FALSE,0,0,0,B,FALSE,B,Aくんって大抵クールね,A くん って 大抵 クール ね,喜楽,FALSE,FALSE,,a くん って 大抵 クール ね,Ａ くん って 大抵 クール ね
70,0,FALSE,0,0,0,B,FALSE,B,Aくんって常にクールね,A くん って 常に クール ね,喜楽,FALSE,FALSE,,a くん って 常に クール ね,Ａ くん って 常に クール ね
71,1,FALSE,0,0,0,A,FALSE,A,じつはかなあ,じつは か なあ,ニュートラル,FALSE,FALSE,,じつは かなあ,じ ##つ ##は か な ##あ
72,1,FALSE,0,0,0,A,FALSE,A,至りてかなあ,至りて か なあ,ニュートラル,FALSE,FALSE,,至 り て かなあ,至り ##て か な ##あ
73,1,FALSE,0,0,0,A,FALSE,A,神以てかなあ,神以て か なあ,ニュートラル,FALSE,FALSE,,神 以 て かなあ,神 ##以 ##て か な ##あ
74,1,FALSE,0,0,0,A,FALSE,A,すこぶるかなあ,すこぶる か なあ,ニュートラル,FALSE,FALSE,,すこぶる かなあ,す ##こ ##ぶ ##る か な ##あ
75,1,FALSE,0,0,0,A,FALSE,A,根っからかなあ,根っから か なあ,ニュートラル,FALSE,FALSE,,根 っ から かなあ,根 ##っか ##ら か な ##あ
76,1,FALSE,0,0,0,A,FALSE,A,根からかなあ,根から か なあ,ニュートラル,FALSE,FALSE,,根 から かなあ,根 ##から か な ##あ
77,1,FALSE,0,0,0,A,FALSE,A,そのじつかなあ,そのじつ か なあ,ニュートラル,FALSE,FALSE,,その じ つ かなあ,その ##じ ##つ か な ##あ
78,1,FALSE,0,0,0,A,FALSE,A,事実かなあ,事実 か なあ,ニュートラル,FALSE,FALSE,,事実 かなあ,事実 か な ##あ
79,1,FALSE,0,0,0,A,FALSE,A,然許りかなあ,然許り か なあ,ニュートラル,FALSE,FALSE,,然 許 り かなあ,然 ##許 ##り か な ##あ
80,1,FALSE,0,0,0,A,FALSE,A,ひっしとかなあ,ひっしと か なあ,ニュートラル,FALSE,FALSE,,ひっ し とか なあ,ひっ ##し ##と か な ##あ
81,1,FALSE,0,0,0,A,FALSE,A,思い切りかなあ,思い切り か なあ,ニュートラル,FALSE,FALSE,,思い切り かなあ,思い ##切り か な ##あ
82,1,FALSE,0,0,0,A,FALSE,A,極めてかなあ,極めて か なあ,ニュートラル,FALSE,FALSE,,極めて かなあ,極めて か な ##あ
83,1,FALSE,0,0,0,A,FALSE,A,其の実かなあ,其の実 か なあ,ニュートラル,FALSE,FALSE,,其 の実 かなあ,其 ##の ##実 か な ##あ
84,1,FALSE,0,0,0,A,FALSE,A,其はかなあ,其は か なあ,ニュートラル,FALSE,FALSE,,其 は かなあ,其 ##は か な ##あ
85,1,FALSE,0,0,0,A,FALSE,A,めっきりかなあ,めっきり か なあ,ニュートラル,FALSE,FALSE,,め っきり かなあ,めっ ##きり か な ##あ
86,1,FALSE,0,0,0,A,FALSE,A,迚もかなあ,迚も か なあ,ニュートラル,FALSE,FALSE,,迚 も かなあ,迚も か な ##あ
87,1,FALSE,0,0,0,A,FALSE,A,本にかなあ,本に か なあ,ニュートラル,FALSE,FALSE,,本 に かなあ,本 ##に か な ##あ
88,1,FALSE,0,0,0,A,FALSE,A,たいへんかなあ,たいへん か なあ,ニュートラル,FALSE,FALSE,,たいへん かなあ,たい ##へん か な ##あ
89,1,FALSE,0,0,0,A,FALSE,A,甚だかなあ,甚だ か なあ,ニュートラル,FALSE,FALSE,,甚 だ かなあ,甚 ##だ か な ##あ
90,1,FALSE,0,0,0,A,FALSE,A,悉皆かなあ,悉皆 か なあ,ニュートラル,FALSE,FALSE,,悉 皆 かなあ,悉皆 か な ##あ
91,1,FALSE,0,0,0,A,FALSE,A,おもいきりかなあ,おもいきり か なあ,ニュートラル,FALSE,FALSE,,おもい きり かなあ,おも ##いき ##り か な ##あ
92,1,FALSE,0,0,0,A,FALSE,A,熟かなあ,熟 か なあ,ニュートラル,FALSE,FALSE,,熟 かなあ,熟 か な ##あ
93,1,FALSE,0,0,0,A,FALSE,A,いとかなあ,いと か なあ,ニュートラル,FALSE,FALSE,,いと かなあ,い ##と か な ##あ
94,1,FALSE,0,0,0,A,FALSE,A,はたしてかなあ,はたして か なあ,ニュートラル,FALSE,FALSE,,は た して かなあ,はた ##して か な ##あ
95,1,FALSE,0,0,0,A,FALSE,A,其は其はかなあ,其は其は か なあ,ニュートラル,FALSE,FALSE,,其 は 其 は かなあ,其は其は か な ##あ
96,1,FALSE,0,0,0,A,FALSE,A,ほんにかなあ,ほんに か なあ,ニュートラル,FALSE,FALSE,,ほん に かなあ,ほん ##に か な ##あ
97,1,FALSE,0,0,0,A,FALSE,A,在り在りかなあ,在り在り か なあ,ニュートラル,FALSE,FALSE,,在 り 在 り かなあ,在り ##在 ##り か な ##あ
98,1,FALSE,0,0,0,A,FALSE,A,重々かなあ,重々 か なあ,ニュートラル,FALSE,FALSE,,重 々 かなあ,重 ##々 か な ##あ
99,1,FALSE,0,0,0,A,FALSE,A,世にもかなあ,世にも か なあ,ニュートラル,FALSE,FALSE,,世 にも かなあ,世に ##も か な ##あ
100,1,FALSE,0,0,0,A,FALSE,A,実に実にかなあ,実に実に か なあ,ニュートラル,FALSE,FALSE,,実に 実に かなあ,実に ##実に か な ##あ
101,1,TRUE,0,0,0,A,FALSE,A,そうかなあ,そう か なあ,ニュートラル,FALSE,FALSE,,そう かなあ,そう か な ##あ
102,1,FALSE,0,0,0,A,FALSE,A,斯うしてかなあ,斯うして か なあ,ニュートラル,FALSE,FALSE,,斯 う して かなあ,斯うして か な ##あ
103,1,FALSE,0,0,0,A,FALSE,A,斯うかなあ,斯う か なあ,ニュートラル,FALSE,FALSE,,斯 う かなあ,斯う か な ##あ
104,1,FALSE,0,0,0,A,FALSE,A,かくかなあ,かく か なあ,ニュートラル,FALSE,FALSE,,かく かなあ,かく か な ##あ
105,1,FALSE,0,0,0,A,FALSE,A,斯くかなあ,斯く か なあ,ニュートラル,FALSE,FALSE,,斯 く かなあ,斯く か な ##あ
106,1,FALSE,0,0,0,A,FALSE,A,然かなあ,然 か なあ,ニュートラル,FALSE,FALSE,,然 かなあ,然 か な ##あ
107,1,FALSE,0,0,0,A,FALSE,A,こうしてかなあ,こうして か なあ,ニュートラル,FALSE,FALSE,,こうして かなあ,こうして か な ##あ
108,1,FALSE,0,0,0,A,FALSE,A,爾くかなあ,爾く か なあ,ニュートラル,FALSE,FALSE,,爾 く かなあ,爾 ##く か な ##あ
109,1,FALSE,0,0,0,A,FALSE,A,然くかなあ,然く か なあ,ニュートラル,FALSE,FALSE,,然 く かなあ,然 ##く か な ##あ
110,1,FALSE,0,0,0,A,FALSE,A,爾かなあ,爾 か なあ,ニュートラル,FALSE,FALSE,,爾 かなあ,爾 か な ##あ
111,1,FALSE,0,0,0,A,FALSE,A,そないかなあ,そない か なあ,ニュートラル,FALSE,FALSE,,そ ない かなあ,そ ##ない か な ##あ
112,1,FALSE,0,0,0,A,FALSE,A,然もかなあ,然も か なあ,ニュートラル,FALSE,FALSE,,然 も かなあ,然 ##も か な ##あ
113,1,FALSE,0,0,0,A,FALSE,A,あれ程かなあ,あれ程 か なあ,ニュートラル,FALSE,FALSE,,あれ 程 かなあ,あれ ##程 か な ##あ
114,1,FALSE,0,0,0,A,FALSE,A,そのようにかなあ,そのように か なあ,ニュートラル,FALSE,FALSE,,その ように かなあ,そのように か な ##あ
115,1,FALSE,0,0,0,A,FALSE,A,そういうふうにかなあ,そういうふうに か なあ,ニュートラル,FALSE,FALSE,,そういう ふう に かなあ,そういう ##ふ ##う ##に か な ##あ
116,1,FALSE,0,0,0,A,FALSE,A,かくもかなあ,かくも か なあ,ニュートラル,FALSE,FALSE,,かく も かなあ,かく ##も か な ##あ
117,1,FALSE,0,0,0,A,FALSE,A,かほどかなあ,かほど か なあ,ニュートラル,FALSE,FALSE,,か ほど かなあ,か ##ほど か な ##あ
118,1,FALSE,0,0,0,A,FALSE,A,ずんとかなあ,ずんと か なあ,ニュートラル,FALSE,FALSE,,ずん とか なあ,ず ##ん ##と か な ##あ
119,1,FALSE,0,0,0,A,FALSE,A,大きにかなあ,大きに か なあ,ニュートラル,FALSE,FALSE,,大 き に かなあ,大き ##に か な ##あ
120,1,FALSE,0,0,0,A,FALSE,A,現にかなあ,現に か なあ,ニュートラル,FALSE,FALSE,,現 に かなあ,現 ##に か な ##あ
121,1,FALSE,0,0,0,A,FALSE,A,よっぽどかなあ,よっぽど か なあ,ニュートラル,FALSE,FALSE,,よっぽど かなあ,よ ##っぽ ##ど か な ##あ
122,1,FALSE,0,0,0,A,FALSE,A,いともかなあ,いとも か なあ,ニュートラル,FALSE,FALSE,,い とも かなあ,い ##とも か な ##あ
123,1,FALSE,0,0,0,A,FALSE,A,いっそかなあ,いっそ か なあ,ニュートラル,FALSE,FALSE,,いっそ かなあ,いっ ##そ か な ##あ
124,1,FALSE,0,0,0,A,FALSE,A,その実かなあ,その実 か なあ,ニュートラル,FALSE,FALSE,,その 実 かなあ,その ##実 か な ##あ
125,1,FALSE,0,0,0,A,FALSE,A,余っ程かなあ,余っ程 か なあ,ニュートラル,FALSE,FALSE,,余 っ 程 かなあ,余 ##っ ##程 か な ##あ
126,1,FALSE,0,0,0,A,FALSE,A,絶ばかりかなあ,絶ばかり か なあ,ニュートラル,FALSE,FALSE,,絶 ばかり かなあ,絶 ##ば ##かり か な ##あ
127,1,FALSE,0,0,0,A,FALSE,A,極かなあ,極 か なあ,ニュートラル,FALSE,FALSE,,極 かなあ,極 か な ##あ
128,1,FALSE,0,0,0,A,FALSE,A,実際にかなあ,実際に か なあ,ニュートラル,FALSE,FALSE,,実際に かなあ,実際 ##に か な ##あ
129,1,FALSE,0,0,0,A,FALSE,A,実にかなあ,実に か なあ,ニュートラル,FALSE,FALSE,,実に かなあ,実に か な ##あ
130,1,FALSE,0,0,0,A,FALSE,A,誠かなあ,誠 か なあ,ニュートラル,FALSE,FALSE,,誠 かなあ,誠 か な ##あ
131,1,FALSE,0,0,0,A,FALSE,A,甚もかなあ,甚も か なあ,ニュートラル,FALSE,FALSE,,甚 も かなあ,甚 ##も か な ##あ
132,1,FALSE,0,0,0,A,FALSE,A,ひじょうにかなあ,ひじょうに か なあ,ニュートラル,FALSE,FALSE,,ひ じょう に かなあ,ひ ##じょう ##に か な ##あ
133,1,FALSE,0,0,0,A,FALSE,A,とっとかなあ,とっと か なあ,ニュートラル,FALSE,FALSE,,と っと かなあ,とっ ##と か な ##あ
134,1,FALSE,0,0,0,A,FALSE,A,思切かなあ,思切 か なあ,ニュートラル,FALSE,FALSE,,思 切 かなあ,思 ##切 か な ##あ
135,1,FALSE,0,0,0,A,FALSE,A,誠にかなあ,誠に か なあ,ニュートラル,FALSE,FALSE,,誠に かなあ,誠 ##に か な ##あ
136,1,FALSE,0,0,0,A,FALSE,A,たっぷりかなあ,たっぷり か なあ,ニュートラル,FALSE,FALSE,,たっぷり かなあ,た ##っぷ ##り か な ##あ
137,1,FALSE,0,0,0,A,FALSE,A,大変かなあ,大変 か なあ,ニュートラル,FALSE,FALSE,,大変 かなあ,大変 か な ##あ
138,1,FALSE,0,0,0,A,FALSE,A,正しくかなあ,正しく か なあ,ニュートラル,FALSE,FALSE,,正しく かなあ,正しく か な ##あ
139,1,FALSE,0,0,0,A,FALSE,A,真にかなあ,真に か なあ,ニュートラル,FALSE,FALSE,,真 に かなあ,真に か な ##あ
140,1,FALSE,0,0,0,A,FALSE,A,非常にかなあ,非常に か なあ,ニュートラル,FALSE,FALSE,,非常に かなあ,非常に か な ##あ
141,1,FALSE,0,0,0,A,FALSE,A,余程かなあ,余程 か なあ,ニュートラル,FALSE,FALSE,,余 程 かなあ,余 ##程 か な ##あ
142,1,FALSE,0,0,0,A,FALSE,A,甚うかなあ,甚う か なあ,ニュートラル,FALSE,FALSE,,甚 う かなあ,甚 ##う か な ##あ
143,1,FALSE,0,0,0,A,FALSE,A,如何にもかなあ,如何にも か なあ,ニュートラル,FALSE,FALSE,,如何 にも かなあ,如何 ##にも か な ##あ
144,1,FALSE,0,0,0,A,FALSE,A,実かなあ,実 か なあ,ニュートラル,FALSE,FALSE,,実 かなあ,実 か な ##あ
145,1,FALSE,0,0,0,A,FALSE,A,寔にかなあ,寔に か なあ,ニュートラル,FALSE,FALSE,,寔 に かなあ,寔に か な ##あ
146,1,FALSE,0,0,0,A,FALSE,A,それはそれはかなあ,それはそれは か なあ,ニュートラル,FALSE,FALSE,,それは それは かなあ,それ ##は ##そ ##れ ##は か な ##あ
147,1,FALSE,0,0,0,A,FALSE,A,神もってかなあ,神もって か なあ,ニュートラル,FALSE,FALSE,,神 も って かなあ,神 ##もって か な ##あ
148,1,FALSE,0,0,0,A,FALSE,A,熟熟かなあ,熟熟 か なあ,ニュートラル,FALSE,FALSE,,熟 熟 かなあ,熟 ##熟 か な ##あ
149,1,FALSE,0,0,0,A,FALSE,A,まことにかなあ,まことに か なあ,ニュートラル,FALSE,FALSE,,ま ことに かなあ,まこと ##に か な ##あ
150,1,FALSE,0,0,0,A,FALSE,A,其実かなあ,其実 か なあ,ニュートラル,FALSE,FALSE,,其 実 かなあ,其 ##実 か な ##あ
151,1,FALSE,0,0,0,A,FALSE,A,世にかなあ,世に か なあ,ニュートラル,FALSE,FALSE,,世 に かなあ,世に か な ##あ
